MatchID,Map,AverageRank,EconRating,FirstBloods,SpikePlants,Kills,Deaths,KD_Ratio,TeamWin
VAL-01017,Icebox,Silver,61,13,8,58,78,0.74,0
VAL-01018,Breeze,Gold,51,13,11,68,53,1.28,1
VAL-01019,Icebox,Silver,83,11,4,72,74,0.97,1
VAL-01020,Pearl,Ascendant,64,17,6,69,85,0.81,0
VAL-01021,Bind,Gold,52,14,6,54,51,1.06,1
VAL-01022,Pearl,Platinum,48,14,7,64,43,1.49,1
VAL-01023,Pearl,Ascendant,33,4,7,61,49,1.24,0
VAL-01024,Ascent,Gold,36,10,9,58,49,1.18,1
VAL-01025,Pearl,Gold,46,14,7,51,53,0.96,1
VAL-01026,Icebox,Diamond,66,13,11,62,61,1.02,1
VAL-01027,Haven,Gold,59,12,1,71,40,1.78,1
VAL-01028,Haven,Gold,40,14,4,76,58,1.31,1
VAL-01029,Split,Platinum,44,13,11,72,64,1.12,1
VAL-01030,Bind,Diamond,58,15,6,56,60,0.93,1
VAL-01031,Bind,Diamond,75,13,9,51,66,0.77,1
VAL-01032,Ascent,Ascendant,42,15,7,45,64,0.7,0
VAL-01033,Icebox,Diamond,61,15,10,71,74,0.96,1
VAL-01034,Split,Diamond,50,12,8,68,51,1.33,1
VAL-01035,Bind,Diamond,50,12,13,54,83,0.65,0
VAL-01036,Haven,Silver,41,12,7,52,51,1.02,0
VAL-01037,Pearl,Gold,63,7,6,73,49,1.49,1
VAL-01038,Pearl,Platinum,49,6,11,70,58,1.21,1
VAL-01039,Split,Platinum,51,14,9,73,61,1.2,1
VAL-01040,Icebox,Silver,67,14,5,66,62,1.06,1
VAL-01041,Icebox,Gold,67,12,10,66,72,0.92,1
VAL-01042,Breeze,Gold,46,13,8,39,81,0.48,0
VAL-01043,Sunset,Platinum,59,15,7,56,63,0.89,1
VAL-01044,Bind,Diamond,66,14,8,80,78,1.03,1
VAL-01045,Icebox,Ascendant,53,14,9,54,71,0.76,0
VAL-01046,Haven,Diamond,63,7,8,62,40,1.55,1
VAL-01047,Split,Diamond,51,19,6,76,66,1.15,1
VAL-01048,Breeze,Gold,51,13,13,69,38,1.82,1
VAL-01049,Lotus,Gold,44,16,7,50,71,0.7,0
VAL-01050,Ascent,Gold,76,14,11,48,66,0.73,1
VAL-01051,Lotus,Platinum,49,8,5,76,69,1.1,0
VAL-01052,Pearl,Silver,45,9,4,67,46,1.46,1
VAL-01053,Ascent,Platinum,42,10,10,64,66,0.97,0
VAL-01054,Bind,Platinum,56,17,6,65,63,1.03,1
VAL-01055,Haven,Gold,43,8,1,56,54,1.04,0
VAL-01056,Ascent,Ascendant,46,7,6,51,63,0.81,1
VAL-01057,Sunset,Platinum,65,14,9,64,51,1.25,1
VAL-01058,Lotus,Silver,60,19,5,54,54,1.0,1
VAL-01059,Bind,Gold,39,9,5,54,69,0.78,0
VAL-01060,Sunset,Platinum,64,18,8,56,58,0.97,1
VAL-01061,Pearl,Gold,55,15,4,68,62,1.1,1
VAL-01062,Sunset,Silver,69,10,8,53,60,0.88,0
VAL-01063,Breeze,Platinum,72,7,10,52,64,0.81,0
VAL-01064,Breeze,Ascendant,36,11,11,51,60,0.85,0
VAL-01065,Split,Gold,64,9,5,58,38,1.53,1
VAL-01066,Bind,Ascendant,75,17,12,70,51,1.37,1
VAL-01067,Pearl,Diamond,58,12,9,59,54,1.09,1
VAL-01068,Icebox,Silver,63,14,5,60,41,1.46,1
VAL-01069,Breeze,Platinum,58,14,6,62,60,1.03,1
VAL-01070,Bind,Gold,67,9,5,57,51,1.12,1
VAL-01071,Icebox,Gold,60,12,1,51,50,1.02,0
VAL-01072,Split,Platinum,31,16,11,56,40,1.4,0
VAL-01073,Sunset,Platinum,54,12,8,54,55,0.98,1
VAL-01074,Breeze,Silver,53,11,9,59,62,0.95,0
VAL-01075,Bind,Ascendant,64,15,7,55,60,0.92,1
VAL-01076,Ascent,Diamond,69,7,2,62,66,0.94,0
VAL-01077,Icebox,Ascendant,52,3,8,59,55,1.07,0
VAL-01078,Sunset,Gold,40,13,10,54,69,0.78,0
VAL-01079,Breeze,Ascendant,59,16,10,75,66,1.14,1
VAL-01080,Pearl,Gold,46,19,10,65,57,1.14,1
VAL-01081,Icebox,Silver,48,13,7,58,57,1.02,1
VAL-01082,Breeze,Diamond,84,15,0,55,79,0.7,0
VAL-01083,Icebox,Platinum,47,17,9,69,55,1.25,1
VAL-01084,Sunset,Platinum,36,12,7,51,77,0.66,0
VAL-01085,Breeze,Gold,62,9,13,74,67,1.1,1
VAL-01086,Lotus,Silver,63,9,13,46,51,0.9,0
VAL-01087,Bind,Platinum,66,11,10,88,59,1.49,1
VAL-01088,Sunset,Gold,65,18,3,56,55,1.02,1
VAL-01089,Icebox,Platinum,57,16,4,47,52,0.9,0
VAL-01090,Pearl,Gold,57,11,9,53,59,0.9,1
VAL-01091,Ascent,Ascendant,66,17,4,57,52,1.1,1
VAL-01092,Icebox,Platinum,74,14,10,54,51,1.06,1
VAL-01093,Bind,Platinum,40,11,10,64,60,1.07,0
VAL-01094,Breeze,Ascendant,48,13,12,63,70,0.9,1
VAL-01095,Ascent,Platinum,63,14,10,92,56,1.64,0
VAL-01096,Haven,Silver,58,13,6,61,62,0.98,0
VAL-01097,Icebox,Silver,34,19,7,47,61,0.77,0
VAL-01098,Split,Platinum,48,11,4,58,51,1.14,0
VAL-01099,Haven,Gold,59,6,8,61,73,0.84,0
VAL-01100,Icebox,Platinum,55,13,0,55,56,0.98,0
VAL-01101,Lotus,Silver,51,11,6,66,53,1.25,1
VAL-01102,Split,Gold,83,7,9,68,72,0.94,1
VAL-01103,Ascent,Gold,55,15,9,54,63,0.86,1
VAL-01104,Pearl,Ascendant,58,0,10,56,69,0.81,0
VAL-01105,Lotus,Platinum,57,13,4,41,50,0.82,0
VAL-01106,Haven,Ascendant,58,3,3,51,79,0.65,0
VAL-01107,Breeze,Ascendant,55,12,9,57,47,1.21,1
VAL-01108,Bind,Silver,30,14,4,61,68,0.9,0
VAL-01109,Pearl,Gold,43,15,3,59,66,0.89,0
VAL-01110,Lotus,Diamond,51,15,8,52,58,0.9,1
VAL-01111,Breeze,Diamond,65,8,7,71,68,1.04,1
VAL-01112,Breeze,Gold,51,13,13,70,45,1.56,1
VAL-01113,Icebox,Immortal,45,9,8,71,60,1.18,1
VAL-01114,Lotus,Silver,66,9,8,76,68,1.12,1
VAL-01115,Ascent,Gold,71,12,5,50,71,0.7,0
VAL-01116,Split,Platinum,37,10,9,64,68,0.94,0
VAL-01117,Split,Gold,56,8,7,69,38,1.82,1
VAL-01118,Haven,Silver,23,13,5,83,68,1.22,0
VAL-01119,Haven,Gold,51,14,6,75,62,1.21,1
VAL-01120,Split,Silver,78,9,6,57,73,0.78,0
VAL-01121,Ascent,Platinum,56,11,7,44,59,0.75,1
VAL-01122,Bind,Diamond,38,11,13,48,41,1.17,1
VAL-01123,Sunset,Diamond,39,11,9,67,60,1.12,1
VAL-01124,Bind,Platinum,44,12,6,61,45,1.36,1
VAL-01125,Icebox,Gold,47,13,7,53,62,0.85,0
VAL-01126,Sunset,Gold,32,17,3,40,50,0.8,0
VAL-01127,Sunset,Silver,59,13,2,69,73,0.95,0
VAL-01128,Lotus,Gold,62,10,9,48,61,0.79,0
VAL-01129,Ascent,Silver,51,12,9,74,39,1.9,1
VAL-01130,Ascent,Diamond,80,8,8,50,74,0.68,0
VAL-01131,Sunset,Ascendant,50,8,11,56,83,0.67,0
VAL-01132,Lotus,Gold,69,14,8,53,52,1.02,1
VAL-01133,Sunset,Platinum,38,0,9,66,47,1.4,0
VAL-01134,Pearl,Silver,59,11,7,53,48,1.1,0
VAL-01135,Haven,Platinum,60,16,0,58,38,1.53,1
VAL-01136,Haven,Platinum,46,14,10,57,65,0.88,0
VAL-01137,Bind,Gold,57,15,4,51,53,0.96,1
VAL-01138,Icebox,Silver,46,13,8,60,52,1.15,1
VAL-01139,Haven,Diamond,51,20,5,63,57,1.11,1
VAL-01140,Breeze,Platinum,52,7,8,67,73,0.92,0
VAL-01141,Bind,Diamond,38,12,12,66,56,1.18,1
VAL-01142,Haven,Diamond,61,15,9,67,55,1.22,1
VAL-01143,Icebox,Immortal,62,10,9,42,50,0.84,0
VAL-01144,Ascent,Silver,51,17,6,60,64,0.94,1
VAL-01145,Ascent,Silver,58,14,6,51,50,1.02,0
VAL-01146,Sunset,Gold,44,6,6,60,55,1.09,0
VAL-01147,Pearl,Silver,40,13,9,61,71,0.86,0
VAL-01148,Ascent,Gold,50,14,7,62,46,1.35,1
VAL-01149,Lotus,Platinum,63,19,9,44,42,1.05,1
VAL-01150,Haven,Platinum,54,11,6,84,54,1.56,1
VAL-01151,Lotus,Gold,50,14,10,83,59,1.41,1
VAL-01152,Icebox,Ascendant,59,13,9,54,64,0.84,0
VAL-01153,Ascent,Silver,44,10,7,49,59,0.83,0
VAL-01154,Pearl,Gold,40,11,9,88,60,1.47,1
VAL-01155,Icebox,Platinum,51,3,10,71,76,0.93,0
VAL-01156,Breeze,Diamond,45,10,13,67,65,1.03,1
VAL-01157,Breeze,Gold,41,18,5,48,56,0.86,0
VAL-01158,Lotus,Silver,66,11,10,76,59,1.29,1
VAL-01159,Sunset,Platinum,81,15,9,51,57,0.89,1
VAL-01160,Bind,Silver,36,13,10,58,68,0.85,0
VAL-01161,Sunset,Silver,50,14,6,74,74,1.0,1
VAL-01162,Sunset,Platinum,57,20,7,56,59,0.95,1
VAL-01163,Pearl,Gold,34,10,6,62,47,1.32,0
VAL-01164,Ascent,Gold,52,10,8,72,72,1.0,0
VAL-01165,Pearl,Gold,53,16,4,48,51,0.94,0
VAL-01166,Icebox,Ascendant,61,12,11,72,61,1.18,1
VAL-01167,Breeze,Ascendant,46,11,7,76,33,2.3,1
VAL-01168,Pearl,Gold,48,16,12,59,53,1.11,1
VAL-01169,Icebox,Gold,67,13,5,72,67,1.07,1
VAL-01170,Pearl,Gold,60,11,8,52,66,0.79,0
VAL-01171,Sunset,Gold,64,11,7,45,50,0.9,0
VAL-01172,Haven,Gold,34,9,9,40,64,0.62,1
VAL-01173,Lotus,Platinum,47,6,9,65,35,1.86,1
VAL-01174,Bind,Gold,73,16,3,65,49,1.33,0
VAL-01175,Pearl,Gold,54,10,11,54,51,1.06,1
VAL-01176,Bind,Silver,53,5,10,72,69,1.04,0
VAL-01177,Split,Gold,54,19,3,54,57,0.95,0
VAL-01178,Pearl,Gold,74,12,11,48,64,0.75,1
VAL-01179,Haven,Gold,46,12,3,51,67,0.76,0
VAL-01180,Bind,Platinum,63,6,8,74,60,1.23,1
VAL-01181,Pearl,Platinum,58,14,6,68,73,0.93,1
VAL-01182,Ascent,Gold,39,10,6,58,51,1.14,0
VAL-01183,Lotus,Platinum,51,10,6,57,62,0.92,0
VAL-01184,Haven,Gold,45,14,9,54,39,1.38,1
VAL-01185,Bind,Silver,40,12,4,36,66,0.55,0
VAL-01186,Haven,Platinum,69,8,10,44,66,0.67,0
VAL-01187,Icebox,Gold,40,6,9,59,56,1.05,0
VAL-01188,Lotus,Platinum,64,13,7,66,54,1.22,1
VAL-01189,Pearl,Platinum,45,12,10,57,71,0.8,0
VAL-01190,Pearl,Ascendant,71,22,5,44,54,0.81,1
VAL-01191,Pearl,Ascendant,50,3,7,76,70,1.09,0
VAL-01192,Lotus,Silver,59,13,2,46,55,0.84,0
VAL-01193,Ascent,Immortal,48,6,5,60,64,0.94,0
VAL-01194,Split,Platinum,29,10,4,62,47,1.32,0
VAL-01195,Breeze,Platinum,35,10,2,83,54,1.54,1
VAL-01196,Sunset,Silver,32,14,7,51,61,0.84,0
VAL-01197,Bind,Diamond,58,14,7,60,79,0.76,0
VAL-01198,Ascent,Silver,55,17,8,62,72,0.86,1
VAL-01199,Bind,Diamond,62,13,9,49,56,0.88,1
VAL-01200,Pearl,Silver,47,16,6,63,73,0.86,0
VAL-01201,Haven,Platinum,29,18,8,56,58,0.97,0
VAL-01202,Bind,Gold,71,13,10,57,67,0.85,1
VAL-01203,Pearl,Silver,67,17,10,53,58,0.91,1
VAL-01204,Bind,Silver,59,13,9,72,52,1.38,1
VAL-01205,Haven,Gold,68,12,8,59,55,1.07,1
VAL-01206,Pearl,Silver,54,9,4,52,42,1.24,0
VAL-01207,Split,Gold,58,14,9,38,55,0.69,0
VAL-01208,Ascent,Platinum,47,13,4,79,48,1.65,1
VAL-01209,Icebox,Diamond,42,13,8,61,63,0.97,0
VAL-01210,Sunset,Platinum,36,17,9,73,68,1.07,1
VAL-01211,Lotus,Silver,46,16,8,72,56,1.29,0
VAL-01212,Sunset,Gold,87,6,0,64,46,1.39,1
VAL-01213,Sunset,Gold,37,6,9,69,70,0.99,0
VAL-01214,Pearl,Ascendant,44,12,12,73,56,1.3,1
VAL-01215,Split,Diamond,56,8,2,50,71,0.7,0
VAL-01216,Icebox,Gold,84,12,8,69,63,1.1,1
VAL-01217,Ascent,Silver,42,8,6,63,79,0.8,0
VAL-01218,Ascent,Diamond,47,12,7,51,58,0.88,0
VAL-01219,Haven,Diamond,63,8,11,69,39,1.77,1
VAL-01220,Lotus,Diamond,62,14,8,50,61,0.82,0
VAL-01221,Bind,Diamond,47,8,4,66,50,1.32,0
VAL-01222,Split,Gold,45,13,5,63,50,1.26,1
VAL-01223,Bind,Silver,60,5,5,54,73,0.74,0
VAL-01224,Icebox,Gold,51,7,1,79,63,1.25,0
VAL-01225,Sunset,Gold,58,15,5,69,53,1.3,1
VAL-01226,Ascent,Gold,53,17,9,52,60,0.87,1
VAL-01227,Icebox,Gold,59,16,8,73,60,1.22,1
VAL-01228,Sunset,Gold,60,15,8,57,41,1.39,1
VAL-01229,Ascent,Gold,32,18,6,56,69,0.81,0
VAL-01230,Sunset,Gold,49,16,7,70,67,1.04,0
VAL-01231,Lotus,Silver,59,6,9,67,56,1.2,1
VAL-01232,Split,Gold,65,16,10,58,62,0.94,1
VAL-01233,Icebox,Diamond,51,16,8,76,48,1.58,1
VAL-01234,Icebox,Diamond,33,5,4,52,79,0.66,0
VAL-01235,Breeze,Gold,70,9,6,74,69,1.07,1
VAL-01236,Pearl,Gold,65,18,8,52,55,0.95,1
VAL-01237,Lotus,Silver,56,11,5,64,49,1.31,1
VAL-01238,Lotus,Platinum,49,7,5,56,55,1.02,0
VAL-01239,Bind,Gold,62,15,9,68,52,1.31,1
VAL-01240,Sunset,Gold,50,11,9,40,64,0.62,0
VAL-01241,Pearl,Diamond,66,10,4,50,55,0.91,0
VAL-01242,Split,Gold,77,15,3,66,42,1.57,1
VAL-01243,Split,Silver,49,14,3,69,56,1.23,1
VAL-01244,Lotus,Silver,64,12,9,54,53,1.02,1
VAL-01245,Split,Gold,47,13,4,71,68,1.04,0
VAL-01246,Breeze,Gold,67,11,5,53,80,0.66,1
VAL-01247,Icebox,Diamond,52,16,3,65,59,1.1,1
VAL-01248,Haven,Gold,72,6,7,59,61,0.97,0
VAL-01249,Bind,Platinum,52,11,6,45,52,0.87,1
VAL-01250,Sunset,Gold,44,10,8,78,67,1.16,1
VAL-01251,Sunset,Gold,51,13,8,54,58,0.93,1
VAL-01252,Ascent,Gold,52,7,1,53,60,0.88,1
VAL-01253,Haven,Gold,58,18,8,56,68,0.82,1
VAL-01254,Lotus,Gold,51,9,7,56,66,0.85,0
VAL-01255,Breeze,Gold,58,16,11,62,57,1.09,1
VAL-01256,Icebox,Diamond,58,14,5,55,68,0.81,0
VAL-01257,Icebox,Gold,50,13,9,55,77,0.71,1
VAL-01258,Breeze,Silver,59,13,7,65,63,1.03,1
VAL-01259,Pearl,Silver,48,5,4,60,65,0.92,0
VAL-01260,Ascent,Silver,79,10,10,65,66,0.98,1
VAL-01261,Sunset,Gold,59,25,8,57,50,1.14,1
VAL-01262,Haven,Silver,62,13,6,63,65,0.97,1
VAL-01263,Split,Silver,53,14,4,45,59,0.76,0
VAL-01264,Ascent,Gold,46,4,10,71,73,0.97,0
VAL-01265,Haven,Platinum,65,11,10,56,61,0.92,1
VAL-01266,Bind,Silver,59,11,7,58,55,1.05,1
VAL-01267,Bind,Gold,24,9,7,65,57,1.14,0
VAL-01268,Ascent,Platinum,78,14,4,62,77,0.81,0
VAL-01269,Lotus,Immortal,64,10,11,66,90,0.73,0
VAL-01270,Haven,Platinum,50,9,4,74,64,1.16,0
VAL-01271,Haven,Silver,62,6,10,58,53,1.09,1
VAL-01272,Breeze,Platinum,60,8,13,60,46,1.3,1
VAL-01273,Lotus,Platinum,61,8,5,87,55,1.58,1
VAL-01274,Sunset,Silver,45,11,6,55,61,0.9,0
VAL-01275,Sunset,Diamond,56,10,5,53,55,0.96,0
VAL-01276,Split,Gold,59,9,11,68,48,1.42,1
VAL-01277,Icebox,Ascendant,70,5,7,69,64,1.08,0
VAL-01278,Bind,Platinum,56,8,3,68,57,1.19,0
VAL-01279,Sunset,Platinum,60,13,4,53,57,0.93,0
VAL-01280,Lotus,Platinum,44,18,9,59,64,0.92,1
VAL-01281,Haven,Gold,56,18,5,60,57,1.05,0
VAL-01282,Sunset,Gold,65,20,2,57,96,0.59,0
VAL-01283,Haven,Diamond,47,13,9,62,66,0.94,0
VAL-01284,Sunset,Platinum,50,12,8,57,46,1.24,1
VAL-01285,Bind,Diamond,43,15,5,75,68,1.1,1
VAL-01286,Sunset,Diamond,39,11,6,50,66,0.76,0
VAL-01287,Lotus,Ascendant,45,15,6,77,64,1.2,1
VAL-01288,Sunset,Platinum,62,11,6,48,74,0.65,0
VAL-01289,Icebox,Gold,52,13,11,80,64,1.25,0
VAL-01290,Bind,Silver,45,9,9,69,50,1.38,1
VAL-01291,Lotus,Platinum,81,16,9,53,51,1.04,0
VAL-01292,Breeze,Gold,47,8,7,60,56,1.07,0
VAL-01293,Lotus,Gold,62,9,5,67,69,0.97,1
VAL-01294,Icebox,Silver,59,11,11,67,52,1.29,1
VAL-01295,Bind,Diamond,58,9,7,59,49,1.2,1
VAL-01296,Breeze,Diamond,33,14,4,50,87,0.57,0
VAL-01297,Icebox,Platinum,70,13,13,71,60,1.18,1
VAL-01298,Icebox,Gold,59,8,8,63,54,1.17,1
VAL-01299,Ascent,Platinum,66,10,4,74,32,2.31,1
VAL-01300,Bind,Platinum,69,13,10,59,51,1.16,1
VAL-01301,Lotus,Gold,76,13,10,62,52,1.19,0
VAL-01302,Haven,Gold,43,8,6,74,60,1.23,0
VAL-01303,Haven,Gold,46,12,4,62,58,1.07,1
VAL-01304,Lotus,Platinum,48,14,6,47,64,0.73,0
VAL-01305,Lotus,Platinum,45,11,9,46,47,0.98,0
VAL-01306,Bind,Gold,71,8,9,43,74,0.58,0
VAL-01307,Lotus,Ascendant,43,17,5,51,72,0.71,0
VAL-01308,Ascent,Silver,50,15,11,56,51,1.1,1
VAL-01309,Breeze,Gold,35,10,2,69,78,0.88,0
VAL-01310,Lotus,Gold,64,12,5,70,47,1.49,0
VAL-01311,Haven,Silver,53,11,7,39,51,0.76,0
VAL-01312,Lotus,Gold,66,8,6,66,51,1.29,1
VAL-01313,Ascent,Gold,63,15,5,56,54,1.04,1
VAL-01314,Sunset,Gold,35,19,11,63,50,1.26,1
VAL-01315,Sunset,Gold,57,16,7,79,55,1.44,1
VAL-01316,Icebox,Platinum,42,13,8,52,67,0.78,0
VAL-01317,Split,Gold,57,11,8,65,57,1.14,1
VAL-01318,Breeze,Silver,48,1,8,71,92,0.77,0
VAL-01319,Pearl,Diamond,77,18,6,61,74,0.82,1
VAL-01320,Icebox,Silver,87,9,2,54,73,0.74,0
VAL-01321,Sunset,Diamond,52,15,10,54,51,1.06,1
VAL-01322,Haven,Ascendant,56,16,7,55,57,0.96,1
VAL-01323,Pearl,Gold,28,16,6,62,55,1.13,0
VAL-01324,Icebox,Ascendant,35,6,6,53,49,1.08,0
VAL-01325,Pearl,Diamond,60,16,8,66,81,0.81,0
VAL-01326,Bind,Ascendant,55,10,5,64,71,0.9,0
VAL-01327,Split,Platinum,60,12,6,43,58,0.74,0
VAL-01328,Bind,Silver,45,12,9,71,64,1.11,0
VAL-01329,Pearl,Diamond,59,10,8,82,61,1.34,1
VAL-01330,Bind,Silver,25,11,4,55,50,1.1,0
VAL-01331,Ascent,Silver,48,13,9,69,68,1.01,1
VAL-01332,Sunset,Gold,61,8,6,73,61,1.2,1
VAL-01333,Ascent,Gold,75,5,10,67,55,1.22,1
VAL-01334,Lotus,Gold,54,16,6,66,48,1.38,1
VAL-01335,Bind,Platinum,62,13,7,43,66,0.65,0
VAL-01336,Lotus,Ascendant,47,5,9,57,59,0.97,0
VAL-01337,Haven,Silver,60,14,4,58,51,1.14,1
VAL-01338,Breeze,Ascendant,49,11,9,73,72,1.01,1
VAL-01339,Haven,Ascendant,78,7,12,47,61,0.77,0
VAL-01340,Pearl,Silver,51,10,8,79,42,1.88,1
VAL-01341,Sunset,Gold,53,13,8,76,75,1.01,1
VAL-01342,Bind,Diamond,64,8,10,50,45,1.11,1
VAL-01343,Icebox,Platinum,61,8,9,48,55,0.87,0
VAL-01344,Breeze,Diamond,51,10,7,71,60,1.18,1
VAL-01345,Split,Platinum,60,8,4,57,48,1.19,0
VAL-01346,Split,Gold,42,8,5,58,58,1.0,0
VAL-01347,Split,Silver,58,8,6,70,76,0.92,0
VAL-01348,Bind,Platinum,62,14,3,48,74,0.65,0
VAL-01349,Split,Silver,50,8,11,70,68,1.03,1
VAL-01350,Ascent,Platinum,51,16,4,48,70,0.69,0
VAL-01351,Breeze,Diamond,47,21,7,47,71,0.66,0
VAL-01352,Ascent,Platinum,38,11,4,69,69,1.0,0
VAL-01353,Breeze,Immortal,60,20,9,67,62,1.08,1
VAL-01354,Ascent,Gold,49,14,10,38,57,0.67,0
VAL-01355,Breeze,Platinum,62,13,3,69,53,1.3,1
VAL-01356,Lotus,Platinum,53,12,9,79,54,1.46,1
VAL-01357,Bind,Immortal,62,4,3,61,40,1.52,0
VAL-01358,Bind,Platinum,34,10,6,73,67,1.09,0
VAL-01359,Split,Silver,41,8,13,58,64,0.91,0
VAL-01360,Haven,Ascendant,45,16,8,71,61,1.16,1
VAL-01361,Split,Platinum,69,19,10,34,56,0.61,1
VAL-01362,Pearl,Silver,60,13,8,54,64,0.84,0
VAL-01363,Ascent,Platinum,52,13,7,88,61,1.44,1
VAL-01364,Breeze,Diamond,49,16,5,75,58,1.29,1
VAL-01365,Haven,Platinum,62,12,11,57,68,0.84,1
VAL-01366,Pearl,Gold,48,17,13,60,59,1.02,1
VAL-01367,Bind,Diamond,64,21,7,49,66,0.74,1
VAL-01368,Bind,Diamond,52,18,11,60,69,0.87,1
VAL-01369,Split,Gold,71,10,10,43,49,0.88,1
VAL-01370,Ascent,Silver,44,15,6,65,65,1.0,0
VAL-01371,Haven,Gold,53,9,7,54,34,1.59,1
VAL-01372,Sunset,Platinum,44,11,6,67,68,0.99,0
VAL-01373,Pearl,Diamond,75,19,13,54,70,0.77,1
VAL-01374,Pearl,Gold,55,8,9,54,68,0.79,1
VAL-01375,Split,Gold,43,10,7,69,70,0.99,0
VAL-01376,Bind,Silver,44,17,6,56,72,0.78,0
VAL-01377,Split,Platinum,61,9,9,56,59,0.95,0
VAL-01378,Breeze,Silver,33,4,3,75,66,1.14,0
VAL-01379,Haven,Silver,53,6,5,75,69,1.09,0
VAL-01380,Ascent,Silver,45,10,6,69,53,1.3,1
VAL-01381,Lotus,Platinum,53,12,6,60,46,1.3,1
VAL-01382,Icebox,Gold,56,11,6,85,65,1.31,1
VAL-01383,Icebox,Gold,54,10,9,74,68,1.09,1
VAL-01384,Split,Ascendant,52,12,13,54,71,0.76,0
VAL-01385,Breeze,Silver,57,10,9,67,60,1.12,0
VAL-01386,Haven,Gold,76,9,7,50,61,0.82,0
VAL-01387,Sunset,Ascendant,70,13,10,65,61,1.07,1
VAL-01388,Icebox,Gold,51,12,7,58,55,1.05,1
VAL-01389,Haven,Platinum,64,16,1,55,68,0.81,0
VAL-01390,Ascent,Silver,63,20,11,65,66,0.98,0
VAL-01391,Breeze,Diamond,50,4,3,52,59,0.88,0
VAL-01392,Bind,Gold,55,14,7,58,61,0.95,1
VAL-01393,Haven,Diamond,61,13,5,65,58,1.12,1
VAL-01394,Ascent,Gold,46,17,4,61,79,0.77,0
VAL-01395,Sunset,Gold,52,10,6,58,66,0.88,0
VAL-01396,Lotus,Diamond,53,10,0,57,46,1.24,0
VAL-01397,Bind,Ascendant,52,7,5,57,60,0.95,1
VAL-01398,Lotus,Silver,51,16,8,76,56,1.36,1
VAL-01399,Sunset,Diamond,60,13,8,70,61,1.15,1
VAL-01400,Ascent,Gold,55,17,1,43,55,0.78,0
VAL-01401,Icebox,Platinum,63,10,10,50,70,0.71,0
VAL-01402,Lotus,Gold,85,9,13,48,59,0.81,1
VAL-01403,Bind,Platinum,49,15,12,56,61,0.92,1
VAL-01404,Split,Gold,58,11,5,72,63,1.14,1
VAL-01405,Pearl,Gold,61,15,5,52,61,0.85,0
VAL-01406,Haven,Silver,68,14,4,65,46,1.41,1
VAL-01407,Icebox,Silver,60,12,12,71,51,1.39,1
VAL-01408,Lotus,Ascendant,42,10,5,38,52,0.73,0
VAL-01409,Haven,Immortal,47,13,5,55,63,0.87,0
VAL-01410,Split,Diamond,57,9,10,44,54,0.81,0
VAL-01411,Sunset,Gold,47,12,10,54,53,1.02,1
VAL-01412,Pearl,Gold,37,19,10,65,58,1.12,1
VAL-01413,Ascent,Platinum,45,17,4,43,65,0.66,0
VAL-01414,Split,Ascendant,45,10,8,60,58,1.03,0
VAL-01415,Split,Gold,43,13,11,42,61,0.69,0
VAL-01416,Sunset,Diamond,85,10,7,47,58,0.81,1
VAL-01417,Breeze,Ascendant,59,13,8,72,86,0.84,0
VAL-01418,Sunset,Diamond,56,8,8,67,60,1.12,1
VAL-01419,Breeze,Silver,66,9,6,47,56,0.84,0
VAL-01420,Breeze,Silver,77,19,8,60,36,1.67,1
VAL-01421,Icebox,Gold,60,13,10,58,59,0.98,1
VAL-01422,Icebox,Gold,67,10,11,63,76,0.83,0
VAL-01423,Bind,Silver,49,3,7,69,46,1.5,1
VAL-01424,Lotus,Gold,44,13,7,85,52,1.63,1
VAL-01425,Lotus,Diamond,66,21,5,57,82,0.7,0
VAL-01426,Ascent,Gold,66,10,12,80,46,1.74,1
VAL-01427,Lotus,Gold,65,10,6,51,68,0.75,1
VAL-01428,Icebox,Platinum,57,12,7,59,58,1.02,1
VAL-01429,Bind,Platinum,46,9,7,55,48,1.15,0
VAL-01430,Bind,Diamond,49,21,8,56,66,0.85,1
VAL-01431,Breeze,Silver,69,16,3,62,37,1.68,1
VAL-01432,Sunset,Platinum,48,15,9,68,69,0.99,1
VAL-01433,Ascent,Platinum,57,20,8,64,52,1.23,1
VAL-01434,Breeze,Silver,46,19,7,68,48,1.42,1
VAL-01435,Sunset,Diamond,53,12,8,67,73,0.92,0
VAL-01436,Lotus,Gold,42,11,7,63,58,1.09,0
VAL-01437,Breeze,Gold,54,11,3,59,69,0.86,0
VAL-01438,Haven,Gold,49,10,10,54,77,0.7,0
VAL-01439,Lotus,Gold,35,11,3,55,50,1.1,0
VAL-01440,Sunset,Gold,63,10,4,74,35,2.11,1
VAL-01441,Ascent,Diamond,62,7,11,55,66,0.83,0
VAL-01442,Sunset,Silver,56,2,3,66,57,1.16,0
VAL-01443,Breeze,Ascendant,42,16,7,75,65,1.15,1
VAL-01444,Breeze,Platinum,42,1,12,65,77,0.84,0
VAL-01445,Split,Silver,83,13,7,63,41,1.54,0
VAL-01446,Ascent,Silver,24,16,3,77,54,1.43,1
VAL-01447,Lotus,Platinum,42,14,9,62,63,0.98,1
VAL-01448,Bind,Platinum,81,11,8,56,61,0.92,1
VAL-01449,Ascent,Silver,85,13,7,77,56,1.38,1
